BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
I'm Not Who You Think I Am	Peg Kehret	['Young adult literature']	2001.0	6.0	2.0	3
Reaper	Ben Mezrich	[]	1998.0	8.0	3.0	3
The Rainmaker	John Grisham	['Mystery', 'Novel', 'Fiction', 'Suspense']	1995.0	8.18	55.0	23
In the Lake of the Woods	Tim O'Brien	['Mystery', 'War novel', 'Fiction']	1994.0	8.2	17.0	4
The Witch of Blackbird Pond	Elizabeth George Speare	"['Speculative fiction', ""Children's literature"", 'Fiction', 'Historical novel']"	1958.0	8.0	1.0	3
Mr. Palomar	Italo Calvino	['Speculative fiction', 'Fiction']	1985.0	7.2	5.0	4
Coin Locker Babies	Ryu Murakami	['Speculative fiction', 'Drama', 'Novel', 'Bildungsroman']	1995.0	7.0	1.0	5
So Big	Edna Ferber	[]	1979.0	8.0	1.0	4
The Boggart	Susan Cooper	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1994.0	7.0	1.0	2
The Light in the Forest	Conrad Richter	"['History', ""Children's literature"", 'Coming of age', 'Fiction', 'Young adult literature']"	1995.0	5.4	5.0	1
Ape and Essence	Aldous Huxley	['Speculative fiction', 'Fiction', 'Dystopia']	1992.0	6.0	4.0	8
Marjorie Morningstar	Herman Wouk	['Fiction']	1988.0	9.5	4.0	11
Such a Long Journey	Rohinton Mistry	['Historical fiction', 'Reference', 'Fiction', 'Novel']	1992.0	8.5	2.0	3
The Sky is Falling	Sidney Sheldon	['Crime Fiction']	2000.0	8.25	3.0	18
Bloodline	Sidney Sheldon	['Thriller', 'Fiction', 'Novel']	1978.0	7.7555555555555555	17.0	18
If Tomorrow Comes	Sidney Sheldon	['Thriller', 'Crime Fiction', 'Fiction', 'Novel']	1985.0	7.813131313131314	20.0	18
The Best Laid Plans	Sidney Sheldon	['Fiction']	1997.0	7.855731225296442	34.0	18
Master of the Game	Sidney Sheldon	['Thriller', 'Fiction']	1982.0	7.68655303030303	23.0	18
Passage	Connie Willis	['Science Fiction', 'Speculative fiction', 'Fiction']	2001.0	8.25	24.0	6
Wife	Bharati Mukherjee	['Fiction', 'Novel']	1987.0	6.5	3.0	4
Ghost Warrior	Lucia St. Clair Robson	['Western', 'Historical novel']	2003.0	7.0	1.0	5
Tithe : A Modern Faerie Tale	Holly Black	['Fantasy', 'Speculative fiction', 'Young adult literature', 'Fiction']	2004.0	8.666666666666666	3.0	4
The Hollow Hills	Mary Stewart	"['Historical fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1973.0	8.055555555555555	6.0	10
Light a Distant Fire	Lucia St. Clair Robson	['Historical novel']	1992.0	9.0	1.0	5
The Valkyries	Paulo Coelho	[]	1996.0	7.714285714285714	7.0	10
Unnatural Causes	P. D. James	['Crime Fiction', 'Mystery', 'Fiction']	1982.0	4.666666666666667	3.0	13
A Winter Haunting	Dan Simmons	['Speculative fiction', 'Horror']	2002.0	7.75	6.0	11
The Devil's Alternative	Frederick Forsyth	['Thriller', 'Novel']	1979.0	8.75	4.0	11
Candy	Terry Southern	[]	1996.0	5.0	1.0	2
The Fourth K	Mario Puzo	['Fiction', 'Novel']	1991.0	8.333333333333334	3.0	5
The Brothers Lionheart	Astrid Lindgren	"[""Children's literature""]"	2004.0	9.0	1.0	3
Prizes	Erich Segal	['Fiction', 'Romance novel']	1995.0	7.416666666666666	5.0	4
Regency Buck	Georgette Heyer	['Crime Fiction', 'Detective fiction', 'Historical fiction', 'Romance novel', 'Fiction', 'Regency romance']	1992.0	8.0	1.0	38
Friday's Child	Georgette Heyer	['Regency romance', 'Romance novel']	1991.0	8.0	1.0	38
Memories of Midnight	Sidney Sheldon	['Mystery', 'Fiction', 'Suspense']	1990.0	7.248917748917749	26.0	18
The Quiet Game	Greg Iles	['Science Fiction']	1999.0	8.023809523809524	33.0	1
The Perilous Road	William O. Steele	['Fiction', 'Historical novel']	1990.0	6.5	2.0	1
Hannibal's Children	John Maddox Roberts	['Alternate history', 'Speculative fiction', 'Novel']	2002.0	7.5	2.0	3
The Wheel on the School	Meindert DeJong	"[""Children's literature""]"	1954.0	5.5	2.0	3
Doctor Sax	Jack Kerouac	['Fiction', 'Novel']	1971.0	5.0	1.0	3
City of Pearl	Karen Traviss	['Science Fiction', 'Speculative fiction']	2004.0	10.0	1.0	17
Dinner at the Homesick Restaurant	Anne Tyler	['Fiction']	1982.0	7.023148148148148	19.0	8
Thornyhold	Mary Stewart	"['Speculative fiction', 'Fantasy', ""Children's literature"", 'Romance novel']"	1988.0	6.333333333333333	3.0	10
A Wild Sheep Chase	Haruki Murakami	['Speculative fiction', 'Fantasy', 'Fiction', 'Novel']	2002.0	8.166666666666666	6.0	9
The Ringworld Engineers	Larry Niven	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1997.0	7.0	1.0	16
The Ringworld Throne	Larry Niven	['Science Fiction', 'Speculative fiction']	1996.0	7.25	3.0	16
Strawberry Girl	Lois Lenski	"[""Children's literature"", 'Fiction']"	1988.0	7.5	2.0	2
Picture This	Joseph Heller	['Historical novel']	1988.0	8.0	1.0	4
Claudine at School	Colette	[]	1982.0	7.5	2.0	3
Little Boy Blue	Edward Bunker	['Crime Fiction', 'Mystery', 'Suspense']	1997.0	5.0	1.0	1
Moscow 2042	Vladimir Voinovich	['Satire', 'Politics', 'Speculative fiction', 'Dystopia']	1990.0	9.0	1.0	1
Ghost Rider: Travels on the Healing Road	Neil Peart	[]	2002.0	8.8125	9.0	2
Polar Star	Martin Cruz Smith	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1989.0	7.666666666666667	6.0	10
Red Square	Martin Cruz Smith	['Crime Fiction', 'Fiction']	1992.0	5.9	6.0	10
The Bay of Love and Sorrows	David Adams Richards	[]	2003.0	9.0	1.0	2
In the Presence of Mine Enemies	Harry Turtledove	['Alternate history', 'Science Fiction', 'Speculative fiction', 'Dystopia']	2003.0	9.0	1.0	49
Sweet Thursday	John Steinbeck	[]	1986.0	9.75	4.0	15
O Pioneers!	Willa Cather	['Historical fiction']	1992.0	7.5	5.0	12
The Hammer of God	Arthur C. Clarke	['Science Fiction', 'Speculative fiction']	1993.0	7.666666666666667	3.0	22
A Year Down Yonder	Richard Peck	"['Historical fiction', ""Children's literature"", 'Fiction']"	2002.0	10.0	1.0	3
Maniac Magee	Jerry Spinelli	"[""Children's literature"", 'Young adult literature', 'Fiction', 'Philosophy']"	1990.0	7.458333333333334	26.0	14
Dragoncharm	Graham Edwards	['Speculative fiction', 'Fantasy', 'Fiction']	1996.0	5.0	1.0	6
Spiral	Koji Suzuki	['Horror']	2004.0	8.0	1.0	3
Indian Ink	Tom Stoppard	[]	1995.0	6.0	2.0	10
The Parsifal Mosaic	Robert Ludlum	['Spy fiction', 'Fiction']	1982.0	8.5	9.0	27
Man, Woman and Child	Erich Segal	[]	1993.0	6.0	2.0	4
The Mysteries of Harris Burdick	Chris Van Allsburg	"[""Children's literature"", 'Fantasy']"	1984.0	10.0	1.0	9
The 48 Laws of Power	Robert Greene	[]	2000.0	6.0	2.0	4
Double Fudge	Judy Blume	"[""Children's literature"", 'Young adult literature', 'Fiction']"	2002.0	5.833333333333334	4.0	19
April Morning	Howard Fast	"['Historical fiction', ""Children's literature"", 'Fiction']"	1983.0	8.0	2.0	2
Insect Dreams: The Half Life of Gregor Samsa	Marc Estrin	['Speculative fiction']	2002.0	7.0	1.0	1
The White Bone	Barbara Gowdy	['Speculative fiction', 'Fantasy', 'Fiction']	1999.0	6.4	10.0	1
Black Sunday	Thomas Harris	['Mystery', 'Novel', 'Fiction', 'Suspense']	1974.0	6.166666666666667	16.0	5
The First Man	Albert Camus	['Autobiographical novel']	1995.0	8.5	2.0	7
Locus Solus	Raymond Roussel	['Fiction', 'Novel']	1984.0	10.0	1.0	1
The Hippopotamus	Stephen Fry	['Comedy']	1995.0	7.3	7.0	4
Cal	Bernard MacLaverty	['Fiction']	1995.0	8.0	1.0	2
Between the Rivers	Harry Turtledove	['Speculative fiction', 'Fantasy']	1998.0	6.5	4.0	49
The Pickup	Nadine Gordimer	[]	2001.0	7.5	9.0	5
Stormy Weather	Carl Hiaasen	['Fiction']	1995.0	7.955555555555556	41.0	14
Fitzpatrick's War	Theodore Judson	['Science Fiction', 'Apocalyptic and post-apocalyptic fiction', 'Speculative fiction', 'Novel']	2004.0	9.0	1.0	2
The Master of Ballantrae	Robert Louis Stevenson	"[""Children's literature"", 'Adventure novel', 'Historical fiction', 'Speculative fiction', 'Fiction', 'Historical novel']"	1984.0	8.5	2.0	9
Confessions of an Ugly Stepsister	Gregory Maguire	['Speculative fiction', 'Fantasy', 'Fiction', 'Parallel novel']	1999.0	7.076923076923077	13.0	7
The Named	Marianne Curley	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	2002.0	7.5	2.0	2
The Lake	Yasunari Kawabata	['Novel']	1980.0	9.0	1.0	10
Mystery Mile	Margery Allingham	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1973.0	7.0	2.0	18
Breath, Eyes, Memory	Edwidge Danticat	[]	1998.0	7.137254901960785	51.0	3
Rifles for Watie	Harold Keith	"['War novel', ""Children's literature"", 'Fiction', 'Historical novel']"	1987.0	8.0	1.0	1
Three Junes	Julia Glass	['Fiction']	2002.0	7.345454545454546	26.0	1
The Telling	Ursula K. Le Guin	['Science Fiction', 'Speculative fiction']	2000.0	7.726190476190476	13.0	17
Daniel Martin	John Fowles	['Fiction']	1978.0	5.75	3.0	5
Iceberg	Clive Cussler	"['Techno-thriller', 'Speculative fiction', ""Children's literature"", 'Fiction', 'Adventure novel']"	1977.0	7.5	5.0	18
Bee Season: A Novel	Myla Goldberg	['Fiction', 'Novel']	2001.0	7.5	90.0	1
The Revelation	Bentley Little	['Speculative fiction']	1999.0	9.333333333333334	3.0	1
The Scorpio Illusion	Robert Ludlum	['Spy fiction', 'Reference', 'Fiction']	1993.0	7.659090909090909	17.0	27
Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space	Dav Pilkey	"['Science Fiction', ""Children's literature"", 'Humour']"	1999.0	7.25	16.0	10
Captain Underpants and the Wrath of the Wicked Wedgie Woman	Dav Pilkey	"['Science Fiction', ""Children's literature"", 'Humour']"	2001.0	8.555555555555555	9.0	10
Galax-Arena	Gillian Rubinstein	['Science Fiction']	1997.0	5.0	1.0	6
Outlander	Diana Gabaldon	['Time travel', 'Historical novel', 'Science Fiction', 'Romance novel', 'Fiction']	1998.0	8.307692307692308	13.0	7
Zia	Scott O'Dell	"[""Children's literature"", 'Fiction']"	1987.0	7.333333333333333	11.0	3
The Incredible Journey	Sheila Burnford	['Drama', 'Adventure']	1990.0	9.0	1.0	1
I Capture the Castle	Dodie Smith	['Fiction', 'Novel', 'Romance novel', 'Comedy']	1996.0	7.847916666666666	64.0	3
Trojan Odyssey	Clive Cussler	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2003.0	8.375	8.0	18
Summerland	Michael Chabon	['Fantasy', 'Speculative fiction', 'Young adult literature']	2002.0	7.8	11.0	8
The Beast Within	Edward Levy	['Horror']	1981.0	7.5	2.0	1
Herland	Charlotte Perkins Gilman	['Speculative fiction', 'Fiction', 'Sociology', 'Utopian and dystopian fiction', 'Feminist science fiction']	1979.0	8.5	7.0	3
Call It Sleep	Henry Roth	['Fiction']	1984.0	7.357142857142858	8.0	1
The Merlin Conspiracy	Diana Wynne Jones	"['Speculative fiction', 'Fantasy', ""Children's literature"", 'High fantasy']"	2003.0	9.5	2.0	27
The Apocalypse Watch	Robert Ludlum	['Thriller', 'Conspiracy fiction', 'Novel']	1995.0	6.863636363636363	13.0	27
The Janson Directive	Robert Ludlum	['Spy fiction', 'Fiction']	2002.0	7.666666666666666	16.0	27
When We Were Orphans	Kazuo Ishiguro	['Crime Fiction', 'Fiction']	2000.0	7.285714285714286	7.0	5
Direct Descent	Frank Herbert	['Science Fiction', 'Speculative fiction']	1980.0	10.0	1.0	20
The Aquitaine Progression	Robert Ludlum	['Thriller', 'Fiction', 'Novel']	1984.0	7.75	4.0	27
Malevil	Robert Merle	['Speculative fiction']	1983.0	8.0	1.0	1
Arch of Triumph	Erich Maria Remarque	['War novel']	2001.0	8.5	2.0	4
In His Steps	Charles Sheldon	[]	1980.0	8.166666666666668	5.0	1
The Big Nowhere	James Ellroy	['Crime Fiction', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1988.0	7.75	3.0	10
Julian	Gore Vidal	['Fiction', 'Historical novel']	1986.0	5.0	1.0	11
Eye in the Sky	Philip K. Dick	['Science Fiction', 'Speculative fiction', 'Novel']	1989.0	8.5	2.0	43
Double Image	David Morrell	['Mystery', 'Fiction', 'Suspense']	1998.0	8.166666666666666	6.0	5
It's Not the End of the World	Judy Blume	['Young adult literature']	1982.0	7.611111111111111	11.0	19
The Life and Adventures of Santa Claus	L. Frank Baum	"['Speculative fiction', ""Children's literature""]"	1976.0	5.0	1.0	32
Maggie: A Girl of the Streets	Stephen Crane	[]	1995.0	7.0	1.0	3
A Stranger Is Watching	Mary Higgins Clark	"['Thriller', 'Crime Fiction', ""Children's literature"", 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']"	1990.0	8.0	6.0	7
Tea from an Empty Cup	Pat Cadigan	['Science Fiction', 'Speculative fiction', 'Fiction']	1999.0	5.5	4.0	2
Rabbit Redux	John Updike	['Fiction', 'Novel']	1971.0	6.666666666666667	4.0	12
High Society	Ben Elton	['Mystery', 'Novel', 'Fiction', 'Suspense']	2003.0	7.318181818181818	22.0	10
Santorini	Alistair MacLean	['Thriller', 'Novel']	1988.0	6.666666666666667	3.0	27
All Families Are Psychotic	Douglas Coupland	['Speculative fiction', 'Fiction', 'Novel']	2002.0	6.714285714285714	7.0	11
The Victim	Saul Bellow	['Fiction', 'Novel']	1983.0	7.0	1.0	8
Evening's Empire	David Herter	['Science Fiction']	2003.0	9.0	1.0	1
Invasion	Robin Cook	['Thriller', 'Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1997.0	6.684210526315789	40.0	17
Drawing Blood	Poppy Z. Brite	['Speculative fiction', 'Horror', 'Novel']	1993.0	10.0	1.0	2
Hart's Hope	Orson Scott Card	['Speculative fiction', 'Fantasy']	1988.0	8.75	6.0	48
Taran Wanderer	Lloyd Alexander	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1991.0	10.0	1.0	13
The Castle of Llyr	Lloyd Alexander	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1988.0	10.0	2.0	13
The Phantom of Manhattan	Frederick Forsyth	['Thriller', 'Mystery', 'Fiction', 'Romance novel', 'Chivalric romance']	1999.0	6.976190476190476	13.0	11
Hunter's Moon	Garry Kilworth	['Fantasy']	1990.0	8.0	1.0	5
The Staircase	Ann Rinaldi	"[""Children's literature"", 'Historical fiction', 'Speculative fiction', 'Fiction']"	2002.0	7.0	1.0	6
Darwin's Radio	Greg Bear	['Science Fiction', 'Speculative fiction', 'Novel']	1999.0	6.627450980392156	37.0	15
The Normal Heart	Larry Kramer	[]	1990.0	7.0	1.0	3
Daggerspell	Katharine Kerr	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1987.0	7.333333333333333	9.0	1
The Tenth Man	Graham Greene	['Thriller', 'Speculative fiction', 'Fiction']	1998.0	7.0	1.0	20
A Matter of Honour	Jeffrey Archer	['Thriller', 'Speculative fiction', 'Fiction', 'Suspense']	1987.0	7.333333333333333	6.0	8
Call It Courage	Armstrong Sperry	"[""Children's literature"", 'Fiction']"	1990.0	7.0	1.0	1
The Witches of Karres	James H. Schmitz	['Science Fiction', 'Speculative fiction', 'Fiction']	2004.0	7.0	1.0	1
The Light Bearer	Donna Gillespie	['Speculative fiction', 'Historical novel']	1994.0	9.0	2.0	1
Night Probe!	Clive Cussler	['Techno-thriller', 'Adventure novel']	1995.0	8.0	2.0	18
The Burning City	Larry Niven	['Fantasy', 'Fiction']	2000.0	4.666666666666667	3.0	16
Dragonquest	Anne McCaffrey	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1983.0	8.444444444444445	9.0	25
All the Weyrs of Pern	Anne McCaffrey	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1991.0	8.666666666666668	7.0	25
Miss Wyoming	Douglas Coupland	['Fiction', 'Novel']	2000.0	7.5	6.0	11
The Haj	Leon Uris	[]	1985.0	7.4	10.0	5
No Promises in the Wind	Irene Hunt	"[""Children's literature"", 'Fiction', 'Historical novel']"	1981.0	6.75	3.0	3
Warday	Whitley Strieber	['Novel']	1985.0	6.25	3.0	2
The Black Swan	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	2000.0	8.0	8.0	34
Signal to Noise	Eric S. Nylund	['Cyberpunk', 'Science Fiction', 'Speculative fiction']	1999.0	7.0	5.0	4
The Assistant	Bernard Malamud	['Fiction', 'Novel']	1991.0	8.0	2.0	2
Mama Flora's Family	Alex Haley	[]	1999.0	5.0	1.0	2
Money	Martin Amis	['Fiction']	1986.0	6.566666666666666	8.0	9
My Pretty Pony	Stephen King	[]	1989.0	5.0	1.0	60
Heavy Weather	P. G. Wodehouse	['Comic novel', 'Comedy', 'Fiction', 'Humour']	1982.0	9.0	1.0	50
Gypsy Rizka	Lloyd Alexander	"[""Children's literature"", 'Fantasy']"	2000.0	6.0	1.0	13
Flight of Eagles	Jack Higgins	['Thriller', 'Novel', 'Fiction', 'Historical novel']	1998.0	7.0285714285714285	12.0	6
Plowing the Dark	Richard Powers	['Fiction', 'Novel']	2000.0	9.0	2.0	4
The Restraint of Beasts	Magnus Mills	['Tragicomedy', 'Novel']	1998.0	7.9	12.0	5
The Real Life of Sebastian Knight	Vladimir Vladimirovich Nabokov	['Fiction']	1992.0	8.0	1.0	20
Illusions	Richard Bach	['Self-help', 'Spirituality', 'Autobiography', 'Speculative fiction', 'Biography']	1981.0	9.317241379310344	37.0	2
In the Forests of the Night	Amelia Atwater-Rhodes	['Gothic fiction', 'Vampire fiction', 'Speculative fiction', 'Young adult literature']	1999.0	6.25	4.0	9
Abel's Island	William Steig	"[""Children's literature""]"	1985.0	8.333333333333334	3.0	2
Mansfield Park	Jane Austen	['Bildungsroman', 'Romance novel', 'Fiction']	1964.0	8.0	2.0	9
Sahara	Clive Cussler	"['Techno-thriller', ""Children's literature"", 'Fiction', 'Adventure novel']"	1992.0	8.666666666666666	6.0	18
The Wedding	Danielle Steel	['Fiction', 'Romance novel']	2000.0	7.275	22.0	30
Chthon	Piers Anthony	['Science Fiction', 'Speculative fiction']	1982.0	5.666666666666667	3.0	41
Hunger	Knut Hamsun	['Autobiography', 'Biography', 'Fiction']	1967.0	7.0	3.0	3
Howards End	E. M. Forster	['Fiction', 'Novel']	1985.0	6.166666666666667	10.0	6
Sharpe's Rifles	Bernard Cornwell	['Historical fiction', 'Fiction', 'Historical novel']	2001.0	9.0	1.0	33
Point of Impact	Stephen Hunter	['Thriller', 'Conspiracy fiction', 'Fiction']	1993.0	8.125	8.0	7
Pale Horse Coming	Stephen Hunter	['Thriller']	2001.0	8.375	9.0	7
Tara Road	Maeve Binchy	['Fiction', 'Novel']	1999.0	7.613157894736841	119.0	10
Washington Square	Henry James	['Novel']	1995.0	9.0	1.0	44
Well-Schooled in Murder	Elizabeth George	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1990.0	7.714285714285714	22.0	1
Generals Die in Bed	Charles Yale Harrison	"[""Children's literature"", 'Fiction']"	1974.0	7.0	1.0	1
Obasan	Joy Kogawa	"[""Children's literature"", 'Fiction', 'Novel']"	1983.0	7.141025641025641	31.0	1
The Last Light of the Sun	Guy Gavriel Kay	['Speculative fiction', 'Fantasy']	2004.0	10.0	1.0	7
Bath Tangle	Georgette Heyer	['Historical fiction', 'Fiction', 'Romance novel']	1983.0	8.0	2.0	38
Powder and Patch	Georgette Heyer	['Mystery', 'Historical fiction', 'Fiction', 'Romance novel', 'Suspense']	2004.0	7.333333333333333	3.0	38
The Dante Club	Matthew Pearl	['Mystery', 'Fiction', 'Suspense']	2003.0	9.0	1.0	3
Skinny Legs and All	Tom Robbins	['Mystery', 'Novel', 'Speculative fiction', 'Fiction', 'Suspense']	1990.0	8.520833333333332	30.0	6
Destiny's Road	Larry Niven	['Science Fiction', 'Speculative fiction', 'Fantasy']	1997.0	6.9	7.0	16
What Maisie Knew	Henry James	['Novel']	1974.0	7.0	1.0	44
Chesapeake	James A. Michener	['Historical novel']	1978.0	8.299999999999999	11.0	6
Paradise	Toni Morrison	['Fiction', 'Novel']	1998.0	6.834928229665072	30.0	7
Ladder of Years	Anne Tyler	['Fiction', 'Novel']	1995.0	7.292989417989418	56.0	8
The Feast of All Saints	Anne Rice	['Speculative fiction', 'Historical fiction', 'Fiction']	1992.0	7.8	5.0	22
Planet of Judgment	Joe Haldeman	['Science Fiction', 'Speculative fiction']	1995.0	7.0	3.0	8
The Blue Sword	Robin McKinley	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1982.0	8.319444444444445	19.0	9
A Tale of Two Cities	Charles Dickens	['Novel', 'Fiction', 'Historical novel']	1960.0	8.118686868686869	19.0	20
Plain Truth	Jodi Picoult	['Crime Fiction', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2000.0	7.938104448742747	58.0	14
Thinner	Stephen King	['Speculative fiction', 'Horror', 'Fiction', 'Novel']	1985.0	6.896264367816093	78.0	60
Peace Breaks Out	John Knowles	"[""Children's literature"", 'Fiction', 'Novel']"	1981.0	6.666666666666667	6.0	2
Creation	Gore Vidal	['Historical novel']	1981.0	8.333333333333334	4.0	11
Killobyte	Piers Anthony	['Science Fiction', 'Speculative fiction']	1993.0	6.8	5.0	41
At the Back of the North Wind	George MacDonald	"['Speculative fiction', ""Children's literature""]"	1998.0	8.0	1.0	12
Ship of Fools	Richard Paul Russo	['Science Fiction', 'Speculative fiction']	2001.0	6.666666666666667	6.0	1
Violin	Anne Rice	['Horror', 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction', 'Suspense']	1997.0	5.837301587301587	47.0	22
The Lorax	Dr. Seuss	"[""Children's literature"", 'Fiction']"	1971.0	9.8	10.0	9
The Big Bounce	Elmore Leonard	[]	1986.0	7.222222222222222	5.0	15
Balthasar's Odyssey	Amin Maalouf	['Historical novel']	2002.0	8.0	1.0	2
The Daughter of Time	Josephine Tey	['Crime Fiction', 'Historical whodunnit']	1988.0	7.5	4.0	2
The Red Tent	Anita Diamant	['Historical fiction', 'Fiction', 'Historical novel']	2001.0	8.0	2.0	1
Tooth and Claw	Jo Walton	['Fantasy of manners', 'Speculative fiction', 'Fantasy']	2003.0	9.0	1.0	5
The No.1 Ladies' Detective Agency	Alexander McCall Smith	['Mystery', 'Detective fiction']	2003.0	3.0	1.0	17
We Were the Mulvaneys	Joyce Carol Oates	['Fiction', 'Novel']	1996.0	7.057553956834532	139.0	15
I Know This Much Is True	Wally Lamb	['Fiction', 'Novel']	1998.0	8.088652482269504	101.0	3
Sati	Christopher Pike	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1990.0	7.944444444444444	9.0	2
Then Again, Maybe I Won't	Judy Blume	['Young adult literature']	1976.0	6.6	6.0	19
Notes of a Native Son	James Baldwin	['Essay']	1990.0	8.5	2.0	10
Cannery Row	John Steinbeck	[]	1982.0	8.285714285714285	21.0	15
The Lives of Christopher Chant	Diana Wynne Jones	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1988.0	7.0	1.0	27
The Book of Fours	Nancy Holder	"['Science Fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Fantasy', 'Fiction']"	2001.0	5.0	1.0	12
Oz: Into the Wild	Christopher Golden	['Speculative fiction', 'Horror']	2002.0	8.0	3.0	7
The Penultimate Truth	Philip K. Dick	['Science Fiction', 'Speculative fiction', 'Fiction', 'Dystopia']	1980.0	7.0	1.0	43
Songs in Ordinary Time	Mary McGarry Morris	['Fiction', 'Novel']	1997.0	6.5	2.0	1
The Heart of a Woman	Maya Angelou	['Autobiography']	1981.0	7.841216216216216	49.0	6
She's Come Undone	Wally Lamb	['Novel']	1993.0	8.8	10.0	3
Where the Heart Is	Billie Letts	['Fiction', 'Novel']	1995.0	7.333333333333333	9.0	1
Midwives	Chris Bohjalian	['Novel']	1997.0	7.352941176470589	18.0	1
A Map of the World	Jane Hamilton	['Novel']	1999.0	7.5	116.0	2
Vinegar Hill	A. Manette Ansay	"[""Children's literature"", 'Fiction', 'Novel']"	1998.0	5.0	2.0	1
River, Cross My Heart	Breena Clarke	['Novel']	1999.0	7.148717948717948	80.0	1
The Pilot's Wife	Anita Shreve	['Novel']	1999.0	7.92	50.0	4
Jewel	Bret Lott	"[""Children's literature"", 'Fiction', 'Novel']"	1999.0	7.898373983739837	85.0	1
Drowning Ruth	Christina Schwarz	['Novel']	2000.0	7.673469387755102	49.0	1
Back Roads	Tawni O'Dell	['Fiction', 'Novel']	2000.0	7.829598506069094	94.0	3
Daughter of Fortune	Isabel Allende	['Speculative fiction', 'Fiction', 'Novel']	2000.0	7.480769230769231	52.0	10
Icy Sparks	Gwyn Hyman Rubio	['Fiction', 'Novel']	2001.0	7.27906976744186	129.0	1
The Book of Ruth	Jane Hamilton	['Novel']	1988.0	7.0	1.0	2
The Witching Hour	Anne Rice	['Science Fiction', 'Horror', 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction', 'Gothic fiction']	1991.0	5.0	1.0	22
The Hounds of the Morrigan	Pat O'Shea	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1986.0	7.583333333333333	7.0	1
The Diary of a Chambermaid	Octave Mirbeau	['Fiction', 'Picaresque novel']	2001.0	5.0	1.0	8
So You Want to Be a Wizard	Diane Duane	['Speculative fiction', 'Fantasy']	1983.0	8.0	1.0	13
The Invention of Love	Tom Stoppard	[]	1998.0	10.0	2.0	10
Stark	Ben Elton	['Dystopia', 'Speculative fiction', 'Fiction', 'Utopian and dystopian fiction']	1989.0	8.8125	9.0	10
Chimera	John Barth	[]	1981.0	6.0	3.0	4
Power of Three	Diana Wynne Jones	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1984.0	7.5	3.0	27
Fugitive Pieces	Anne Michaels	['Fiction', 'Novel']	1997.0	7.892857142857143	18.0	1
Dark Lord of Derkholm	Diana Wynne Jones	"['Parody', 'Science Fiction', ""Children's literature"", 'Speculative fiction', 'Fantasy', 'Fiction', 'High fantasy']"	1998.0	7.5	15.0	27
The Dogs of War	Frederick Forsyth	['Mystery', 'War novel', 'Fiction']	1982.0	6.5	4.0	11
Norstrilia	Cordwainer Smith	['Science Fiction', 'Speculative fiction', 'Fiction']	2003.0	7.0	1.0	1
Night Train	Martin Amis	['Crime Fiction', 'Fiction']	1997.0	5.555555555555556	7.0	9
Big Trouble	Dave Barry	['Novel', 'Fiction', 'Mystery', 'Comedy', 'Humour', 'Suspense']	1999.0	7.014012588512982	98.0	3
Reading Lolita in Tehran: A Memoir in Books	Azar Nafisi	['Memoir']	2003.0	8.518518518518519	27.0	1
Wizard	John Varley	['Science Fiction', 'Speculative fiction', 'Novel']	1980.0	8.75	4.0	8
Demon	John Varley	['Science Fiction', 'Speculative fiction', 'Novel']	1984.0	7.625	5.0	8
The Book of Ultimate Truths	Robert Rankin	['Speculative fiction', 'Fantasy']	1994.0	7.0	3.0	5
Surrender the Pink	Carrie Fisher	['Romance novel']	1990.0	8.0	1.0	4
